1;0.001226053
2;0.009501915
3;0.017266922
4;0.020689655
5;0.023039591
6;0.02431673
7;0.025338441
8;0.026360153
9;0.029374201
10;0.034022988
11;0.038773946
12;0.050983397
13;0.069833971
14;0.080766283
15;0.088122605
16;0.098033205
17;0.111673052
18;0.124086845
19;0.133742017
20;0.142630906
21;0.15192848
22;0.158518518
23;0.164342273
24;0.170523627
25;0.175530012
26;0.180332056
27;0.185900383
28;0.190038314
29;0.193154533
30;0.19642401
31;0.19918263
32;0.201583652
33;0.204240102
34;0.206028097
35;0.208326947
36;0.21037037
37;0.21394636
38;0.216194125
39;0.218339719
40;0.219974457
41;0.220945083
42;0.221455938
43;0.222017879
44;0.222681992
45;0.223090676
46;0.22339719
47;0.22385696
48;0.224214559
49;0.224827586
50;0.225134099
51;0.225287356
52;0.225389527
53;0.225389527
54;0.225491698
55;0.225491698
56;0.225491698
57;0.225491698
58;0.225491698
59;0.225491698