19575;0.15270800;0.03855800
39150;1.04642100;0.04871600
58725;1.25860400;0.05581800
78300;1.42251100;0.04587600
97875;1.69925500;0.04587000
117450;1.86732600;0.04855200
137025;1.85705900;0.04862500
156600;1.82836200;0.04487800
176175;1.91216400;0.04588500
195750;1.99580200;0.04585300
215325;2.06276100;0.04489000
234900;2.14715300;0.04596700
254475;2.77656400;0.04554000
274050;2.27141400;0.04655100
293625;2.36877100;0.04912500
313200;2.36518300;0.04567300
332775;2.28967600;0.04695700
352350;2.43523700;0.04632700
371925;2.40261700;0.04942100
391500;2.43557700;0.05097500
411075;2.44569000;0.04284900
430650;2.61793800;0.04421900
450225;2.57976400;0.05010300
469800;2.63891700;0.05168800
489375;2.70927500;0.05431700
508950;3.24730000;0.04706800
528525;2.76334600;0.04495200
548100;2.82259300;0.04889000
567675;2.77760900;0.04654300
587250;2.79704200;0.04637600
606825;2.74644000;0.04510600
626400;2.76383400;0.04783100
645975;2.92640500;0.05050300
665550;2.93689700;0.04672900
685125;2.99567700;0.04531600
704700;3.02447100;0.04833600
724275;3.13263500;0.04896800
743850;2.96258000;0.04670100
763425;3.00613400;0.04727700
783000;2.99969300;0.04656900
802575;2.96739100;0.04659800
822150;3.01893100;0.04924800
841725;2.99649100;0.04622400
861300;3.06398300;0.05029600
880875;3.11159800;0.04831400
900450;3.02901800;0.05177400
920025;3.07298600;0.04996700
939600;3.05140100;0.04609500
959175;3.02409100;0.04595100
978750;3.13469700;0.04754500